,abbr,date,daily_records,tested,positive,deaths,population,multipliler,tested_pm,positive_pm,deaths_pm,daily_tests,daily_positive,daily_deaths,daily_tests_pm,daily_positive_pm,daily_deaths_pm,daily_tests_7day_mean,daily_positive_7day_mean,daily_deaths_7day_mean,daily_tests_pm_7day_mean,daily_positive_pm_7day_mean,daily_deaths_pm_7day_mean,daily_test_rk,daily_positive_rk,daily_deaths_rk,daily_test_pm_rk,daily_positive_pm_rk,daily_deaths_pm_rk
817,WY,2020-03-23,3,680.0,28.0,0.0,578759,1,1174.9277333052273,48.37937725374465,0.0,196.0,2.0,0.0,338.65564077621264,3.4556698038389015,0.0,97.14285714285714,4.0,0.0,167.84681904360392,6.911339607677808,0.0,38,47,30,13,26,30
818,SD,2020-03-23,1,1055.0,28.0,1.0,884659,1,1192.549897757215,31.650613400191485,1.1303790500068387,17.0,7.0,0.0,19.21644385011632,7.912653350047872,0.0,78.71428571428571,2.5714285714285716,0.14285714285714285,88.97697950768115,2.9066889857318716,0.1614827214295484,39,49,26,22,46,13
819,AK,2020-03-23,0,698.0,22.0,0.0,731545,1,954.1449944979461,30.07333793546535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.857142857142854,3.0,0.0,87.29079257891564,4.100909718472548,0.0,40,48,30,23,39,30
820,MO,2020-03-23,2,552.0,183.0,3.0,6137428,0,89.93995530375264,29.81705039961365,0.4888041049116992,93.0,93.0,0.0,15.152927252262671,15.152927252262673,0.0,54.57142857142857,25.285714285714285,0.42857142857142855,8.891579432203287,4.119920312827179,0.06982915784452845,41,26,21,45,38,23
821,WV,2020-03-23,0,464.0,16.0,0.0,1792147,0,258.9073329364165,8.927839066772982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.285714285714285,2.2857142857142856,0.0,30.29088254797976,1.2754055809675688,0.0,42,50,30,39,49,30
822,AZ,2020-03-23,1,550.0,235.0,2.0,7278717,0,75.56276744926338,32.28590972832163,0.2747736998155032,27.0,83.0,0.0,3.709444947509283,11.403108542343386,0.0,49.142857142857146,31.0,0.2857142857142857,6.751582338323792,4.2589923471403,0.03925338568792903,43,23,23,47,36,27
823,KS,2020-03-23,1,499.0,82.0,1.0,2913314,0,171.28260118888662,28.14663987472686,0.34325170578935194,18.0,18.0,0.0,6.178530704208356,6.178530704208335,0.0,36.285714285714285,10.142857142857142,0.0,12.455133324356483,3.4815530158634265,0.0,44,39,30,42,42,30
824,MD,2020-03-23,1,382.0,288.0,3.0,6045680,0,63.18561352899922,47.637321194638155,0.4962220957774808,44.0,44.0,0.0,7.277924071403049,7.277924071403049,0.0,35.857142857142854,35.857142857142854,0.42857142857142855,5.931035525721318,5.9310355257213185,0.0708888708253544,45,19,21,48,27,22
825,NE,2020-03-23,1,406.0,50.0,0.0,1934408,0,209.88333381582376,25.84770120884529,0.0,8.0,8.0,0.0,4.135632193415262,4.135632193415248,0.0,31.142857142857142,4.571428571428571,0.0,16.09942532436649,2.3632183962372832,0.0,46,45,30,41,47,30
826,HI,2020-03-23,1,77.0,77.0,0.0,1415872,0,54.38344709126249,54.38344709126249,0.0,21.0,21.0,0.0,14.83184920670795,14.83184920670795,0.0,10.0,10.0,0.0,7.062785336527596,7.062785336527596,0.0,47,40,30,46,25,30
827,IA,2020-03-23,1,188.0,105.0,0.0,3155070,0,59.58663357706802,33.27976875314969,0.0,15.0,15.0,0.0,4.754252679021384,4.754252679021381,0.0,8.571428571428571,11.857142857142858,0.0,2.7167158165836476,3.7581235462740468,0.0,48,36,30,49,40,30
828,DE,2020-03-23,2,123.0,87.0,0.0,705749,1,174.28292494923832,123.27328837872955,0.0,31.0,31.0,0.0,43.924964824604785,43.924964824604785,0.0,7.0,11.285714285714286,0.0,9.918540444265593,15.991116226469021,0.0,49,37,30,43,8,30
829,OH,2020-03-23,1,582.0,442.0,6.0,3193694,0,182.234115103075,138.39773002673394,1.8787022175574741,44.0,91.0,3.0,13.777149595421491,28.49365029962169,0.9393511087787371,6.285714285714286,56.0,0.8571428571428571,1.968164227917352,17.534554030536423,0.26838603107963915,50,14,12,50,7,9
830,NV,2020-03-23,2,3735.0,245.0,4.0,3080156,0,1212.600920213132,79.54142582388684,1.2986355236552953,1097.0,55.0,2.0,356.1507923624647,17.856238450260307,0.6493177618276477,0.0,0.0,0.0,0.0,0.0,0.0,51,51,30,51,51,30
831,PR,2020-03-23,0,0.0,0.0,0.0,12801989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,51,30,51,51,30
832,NY,2020-03-24,7,31741.0,25665.0,192.0,19453561,0,1631.6292939889,1319.2957320256173,9.869658310887143,4790.0,4790.0,93.0,246.22741306848638,246.2274130684866,4.78061574433596,3470.1428571428573,3470.1428571428573,26.428571428571427,178.38085567690445,178.38085567690445,1.358546716900388,1,1,1,17,1,2
833,WA,2020-03-24,0,33933.0,2221.0,110.0,7614893,0,4456.136153193485,291.66529326150743,14.445376973780196,0.0,0.0,0.0,0.0,0.0,0.0,3063.8571428571427,188.14285714285714,8.857142857142858,402.35064929436857,24.707222694114957,1.1631342498368473,2,6,2,1,5,4
834,CA,2020-03-24,2,27650.0,2102.0,40.0,39512223,0,699.7834568811783,53.19872789744075,1.0123449647467317,1250.0,369.0,13.0,31.635780148335357,9.338882299788601,0.3290121135426879,2762.0,232.85714285714286,4.142857142857143,69.90241981576183,5.893293901918474,0.10485001420591152,3,4,6,33,32,21
835,FL,2020-03-24,3,15547.0,1467.0,20.0,21477737,0,723.8658337235436,68.30328539733958,0.9311968015997216,1582.0,240.0,2.0,73.65766700653796,11.17436161919666,0.09311968015997218,1960.4285714285713,182.14285714285714,2.0,91.27724077394986,8.480542300283178,0.09311968015997217,4,7,9,27,25,25
836,MA,2020-03-24,2,13749.0,1159.0,11.0,6892503,0,1994.776063209548,168.1537171619657,1.5959369187071808,9658.0,382.0,11.0,1401.2326146249047,55.42253663146755,1.5959369187071808,1779.0,137.42857142857142,1.5714285714285714,258.10652530727947,19.938848257094907,0.22799098838674012,5,9,11,5,9,14
837,TX,2020-03-24,2,13235.0,715.0,11.0,28995881,0,456.44414115232433,24.658674795913253,0.37936422762943467,3180.0,363.0,3.0,109.67074944196384,12.519019511771344,0.10346297117166398,1709.5714285714287,93.0,1.4285714285714286,58.95911314339538,3.2073521063215837,0.04926808151031619,6,13,12,38,46,27
838,TN,2020-03-24,1,12099.0,667.0,0.0,6829174,0,1771.6637473287399,97.66920567553265,0.0,10573.0,52.0,0.0,1548.21066208007,7.614390847267913,0.0,1670.857142857143,84.85714285714286,0.0,244.66460260891623,12.425681767244892,0.0,7,14,33,8,17,33
839,IL,2020-03-24,1,11485.0,1535.0,16.0,12671821,0,906.3417167903492,121.1349181779004,1.2626440982712746,1617.0,250.0,4.0,127.60596918154067,19.728814035488668,0.31566102456781864,1477.4285714285713,204.28571428571428,2.2857142857142856,116.59165414572786,16.12125946899931,0.1803777283244678,8,5,8,22,14,16
840,PA,2020-03-24,1,9494.0,851.0,7.0,4217737,0,2250.970129242293,201.76696650360134,1.659657773825158,2255.0,207.0,1.0,534.6468971393904,49.07845131168682,0.23709396768930824,1217.0,107.85714285714286,1.0,288.5433586778882,25.572277943632535,0.23709396768930827,9,11,17,4,4,13
841,LA,2020-03-24,1,8603.0,1388.0,46.0,4648794,0,1850.5874857005924,298.5720597643174,9.89503944463876,2655.0,216.0,12.0,571.1158635981719,46.463663479173306,2.5813146377318503,1163.7142857142858,173.85714285714286,6.0,250.32605998766252,37.39833231094836,1.2906573188659254,10,8,3,7,3,3
842,NC,2020-03-24,1,8502.0,398.0,0.0,10488084,0,810.634239771535,37.947827267592444,0.0,64.0,101.0,0.0,6.102163178708338,9.62997626639909,0.0,1160.857142857143,51.142857142857146,0.0,110.68343301380337,4.876282182985677,0.0,11,18,33,24,40,33
843,WI,2020-03-24,1,8694.0,457.0,5.0,5822434,0,1493.1899614491122,78.48951143113001,0.8587473898373086,1228.0,41.0,0.0,210.9083589440429,7.0417285966659335,0.0,1083.4285714285713,55.0,0.7142857142857143,186.07829155788997,9.446221288210397,0.12267819854818694,12,17,20,14,21,18
844,CO,2020-03-24,1,7701.0,912.0,11.0,5758736,0,1337.2726237146485,158.36808633005577,1.9101413921388304,1477.0,192.0,4.0,256.4798941990048,33.340649753695956,0.6945968698686655,926.4285714285714,107.42857142857143,1.4285714285714286,160.8735964677963,18.654887362187022,0.24807031066738058,13,12,12,19,12,12
845,UT,2020-03-24,1,5823.0,298.0,1.0,3205958,0,1816.3057657024826,92.95193511580626,0.31191924535505455,775.0,41.0,0.0,241.73741515016718,12.788689059557242,0.0,824.5714285714286,35.285714285714285,0.14285714285714285,257.19969774133926,11.006293371814069,0.04455989219357922,14,24,28,6,19,30
846,NM,2020-03-24,1,6842.0,100.0,0.0,2096829,0,3263.0224019221405,47.691061121340844,0.0,869.0,17.0,0.0,414.4353211444518,8.107480390627941,0.0,795.7142857142857,11.0,0.0,379.48458635124064,5.246016723347492,0.0,15,42,33,2,37,33
847,GA,2020-03-24,3,5484.0,1097.0,38.0,10617423,0,516.5095145969036,103.32073988198455,3.579022894726903,415.0,325.0,13.0,39.08669740293857,30.61006423121694,1.224402569248677,762.5714285714286,135.85714285714286,5.285714285714286,71.82264741373011,12.795679597313102,0.4978340116725391,16,10,5,31,16,6
848,CT,2020-03-24,1,5300.0,618.0,12.0,3565287,0,1486.5563417475228,173.33807909433378,3.3657879435792966,800.0,203.0,2.0,224.38586290528656,56.93791271221643,0.5609646572632161,733.4285714285714,82.42857142857143,1.7142857142857142,205.71375359923942,23.11975766006255,0.48082684908275664,17,15,10,11,7,7
849,NJ,2020-03-24,1,4148.0,3675.0,44.0,8882190,0,467.00194434030345,413.7493118251242,4.953733257225977,851.0,831.0,17.0,95.8097045886206,93.5580076535179,1.9139423948373095,531.1428571428571,486.85714285714283,5.857142857142857,59.79863717651358,54.8127368202147,0.6594255309943671,18,2,4,35,2,5
850,HI,2020-03-24,2,3666.0,90.0,0.0,1415872,0,2589.2171043710164,63.565068028748364,0.0,3589.0,13.0,0.0,2534.833657279754,9.181620937485874,0.0,522.2857142857143,11.428571428571429,0.0,368.87918843349837,8.071754670317253,0.0,19,41,33,3,26,33
851,OR,2020-03-24,1,4559.0,209.0,8.0,3956971,0,1152.14389996793,52.81817834904527,2.021748453551972,719.0,18.0,3.0,181.7046422629836,4.5489340204919415,0.7581556700819896,519.8571428571429,23.142857142857142,1.1428571428571428,131.37754682992193,5.848629454918204,0.28882120765028174,20,30,15,21,33,11
852,MN,2020-03-24,2,5812.0,262.0,1.0,5639632,0,1030.5636963546558,46.4569319416586,0.17731653412846796,1132.0,27.0,0.0,200.72231663342575,4.787546421468633,0.0,496.57142857142856,28.857142857142858,0.14285714285714285,88.05032466150782,5.116848556278647,0.025330933446923994,21,29,28,28,38,32
853,VA,2020-03-24,1,4470.0,290.0,7.0,8535519,0,523.6939897855069,33.97567271539083,0.8201024448542613,773.0,36.0,1.0,90.56274141033487,4.217669716393345,0.1171574921220373,491.7142857142857,31.857142857142858,0.8571428571428571,57.60801255486464,3.7323029633163327,0.10042070753317486,22,26,19,40,44,22
854,IN,2020-03-24,1,2931.0,365.0,12.0,6732219,0,435.3690811306049,54.21689341953968,1.7824732083136332,971.0,106.0,5.0,144.23179043937813,15.745180006770426,0.7426971701306804,396.0,47.857142857142854,1.4285714285714286,58.82161587434989,7.108672914107942,0.2121991914659087,23,19,12,39,27,15
855,KY,2020-03-24,1,3022.0,157.0,1.0,4467673,0,676.4147689412363,35.14133644069295,0.22383016841205702,1156.0,33.0,0.0,258.7476746843379,7.386395557597883,0.0,386.42857142857144,19.285714285714285,0.0,86.49437222208773,4.316724676518242,0.0,24,31,33,29,42,33
856,IA,2020-03-24,3,2439.0,124.0,0.0,3155070,0,773.0414856088771,39.30182214657678,0.0,2251.0,19.0,0.0,713.4548520318091,6.022053393427093,0.0,330.14285714285717,14.428571428571429,0.0,104.63883753541351,4.573138291249142,0.0,25,33,33,25,41,33
857,AL,2020-03-24,2,2321.0,242.0,0.0,4903185,0,473.3657816296958,49.35567391399672,0.0,489.0,46.0,0.0,99.731093156795,9.38165702497458,0.0,325.0,29.428571428571427,0.0,66.28344637210303,6.0019296495179,0.0,26,28,33,34,31,33
858,MI,2020-03-24,1,2618.0,1791.0,24.0,9986857,0,262.1445365644066,179.33570091170824,2.40315847117867,0.0,463.0,9.0,0.0,46.36093217315516,0.9011844266920013,323.2857142857143,246.57142857142858,3.4285714285714284,32.37111678736507,24.68959238841896,0.3433083530255243,27,3,7,43,6,9
859,SC,2020-03-24,2,2470.0,342.0,5.0,5148714,0,479.73144361873665,66.42435373182508,0.9711162826290215,263.0,147.0,0.0,51.08071646628656,28.55081870929324,0.0,303.7142857142857,44.142857142857146,0.5714285714285714,58.988377624837135,8.573569466639077,0.11098471801474531,28,20,23,37,24,20
860,NH,2020-03-24,0,2417.0,101.0,0.0,1359711,0,1777.5836188719516,74.28049048658134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.2857142857143,12.0,0.0,194.36903451227084,8.825404810286892,0.0,29,39,33,12,23,33
861,ME,2020-03-24,1,3132.0,118.0,0.0,1344212,0,2329.98961473339,87.783772202599,0.0,234.0,11.0,0.0,174.07968385939103,8.183233001937197,0.0,256.7142857142857,12.285714285714286,0.0,190.97752862962517,9.139714781384397,0.0,30,36,33,13,22,33
862,MS,2020-03-24,1,1872.0,320.0,1.0,2976149,0,629.0007657546715,107.52149841960197,0.33600468256125615,480.0,71.0,0.0,161.28224762940295,23.856332461849178,0.0,211.85714285714286,42.714285714285715,0.14285714285714285,71.18499203404897,14.352200012259372,0.048000668937322306,31,22,28,32,15,29
863,MT,2020-03-24,3,1689.0,51.0,0.0,1068778,0,1580.3094749330544,47.7180480885647,0.0,523.0,6.0,0.0,489.3439049082224,5.61388801041938,0.0,196.71428571428572,6.0,0.0,184.05532834160672,5.613888010419376,0.0,32,44,33,15,36,33
864,ND,2020-03-24,2,1488.0,34.0,0.0,762062,1,1952.5970327873586,44.61579241584018,0.0,133.0,4.0,0.0,174.52648209725726,5.248916754804732,0.0,180.71428571428572,4.428571428571429,0.0,237.1385605295707,5.81130069281952,0.0,33,47,33,9,34,33
865,DC,2020-03-24,1,1334.0,137.0,2.0,973764,1,1369.9417928779458,140.69117363139324,2.053885746443697,105.0,21.0,0.0,107.82900168829406,21.56580033765883,0.0,172.57142857142858,16.428571428571427,0.2857142857142857,177.22099869314187,16.871204345787508,0.2934122494919567,34,32,26,18,13,10
866,ID,2020-03-24,1,1537.0,50.0,0.0,1787065,0,860.069443472957,27.97883680783855,0.0,181.0,3.0,0.0,101.28338924437548,1.6787302084703128,0.0,169.14285714285714,6.142857142857143,0.0,94.64840794423101,3.4373999506773076,0.0,35,43,33,26,45,33
867,VT,2020-03-24,1,1535.0,95.0,7.0,623989,1,2459.9792624549473,152.2462735721303,11.218146473735915,362.0,20.0,2.0,580.138431927486,32.05184706781691,3.20518470678169,147.14285714285714,12.142857142857142,1.0,235.81001771322437,19.46005000546026,1.602592353390845,36,37,17,10,10,1
868,AR,2020-03-24,3,1228.0,230.0,2.0,3017804,0,406.91840822001694,76.21435984576864,0.662733563876249,320.0,33.0,2.0,106.03737022019988,10.9351038039581,0.662733563876249,138.28571428571428,29.714285714285715,0.2857142857142857,45.82329213087208,9.846327234732842,0.09467622341089273,37,27,26,41,20,24
869,RI,2020-03-24,0,1303.0,106.0,0.0,1059361,0,1229.986756167161,100.06031938121188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.85714285714286,12.142857142857142,0.0,111.25305052493232,11.462435508629394,0.0,38,37,33,23,18,33
870,NE,2020-03-24,2,1027.0,61.0,0.0,1934408,0,530.9117828296822,31.534195474791254,0.0,621.0,11.0,0.0,321.02844901385845,5.686494265945964,0.0,114.28571428571429,5.714285714285714,0.0,59.08045990593208,2.9540229952966044,0.0,39,45,33,36,48,33
871,WY,2020-03-24,3,739.0,30.0,0.0,578759,1,1276.8699925184749,51.83504705758355,0.0,59.0,2.0,0.0,101.94225921324755,3.4556698038389015,0.0,104.14285714285714,2.857142857142857,0.0,179.94166335704003,4.936671148341292,0.0,40,48,33,16,39,33
872,AK,2020-03-24,1,1022.0,36.0,0.0,731545,1,1397.0432440929812,49.21091662167058,0.0,324.0,14.0,0.0,442.89824959503517,19.137578686205227,0.0,97.85714285714286,4.714285714285714,0.0,133.76776938827118,6.444286700456862,0.0,41,46,33,20,29,33
873,OK,2020-03-24,1,963.0,108.0,3.0,11689100,0,82.38444362696872,9.239376855360977,0.2566493570933605,0.0,25.0,1.0,0.0,2.13874464244467,0.08554978569778685,87.85714285714286,12.714285714285714,0.42857142857142855,7.516159743448414,1.087704418157575,0.036664193870480075,42,35,24,47,50,31
874,WV,2020-03-24,1,630.0,20.0,0.0,1792147,0,351.5336632541862,11.159798833466228,0.0,166.0,4.0,0.0,92.62633031776971,2.2319597666932456,0.0,78.0,2.857142857142857,0.0,43.52321545051829,1.5942569762094612,0.0,43,48,33,42,49,33
875,SD,2020-03-24,1,1088.0,30.0,1.0,884659,1,1229.8524064074406,33.91137150020516,1.1303790500068387,33.0,2.0,0.0,37.30250865022572,2.2607581000136783,0.0,70.14285714285714,2.7142857142857144,0.14285714285714285,79.28801622190825,3.0681717071614196,0.1614827214295484,44,50,28,30,47,17
876,AZ,2020-03-24,1,661.0,326.0,5.0,7278717,0,90.8127077890238,44.78811306992702,0.686934249538758,111.0,91.0,3.0,15.249940339760428,12.502203341605394,0.41216054972325483,61.857142857142854,43.714285714285715,0.7142857142857143,8.498358001436634,6.005768010253141,0.09813346421982258,45,21,20,46,30,23
877,MO,2020-03-24,2,624.0,255.0,5.0,6137428,0,101.67125382163343,41.54834891749443,0.8146735081861652,72.0,72.0,2.0,11.731298517880788,11.73129851788078,0.32586940327446606,58.42857142857143,35.285714285714285,0.7142857142857143,9.520041852804043,5.74926732919951,0.11638192974088075,46,24,20,45,35,19
878,MD,2020-03-24,1,443.0,349.0,3.0,6045680,0,73.27546280980799,57.72717047544693,0.4962220957774808,61.0,61.0,0.0,10.089849280808771,10.089849280808778,0.0,41.714285714285715,41.714285714285715,0.42857142857142855,6.899850093667827,6.899850093667829,0.0708888708253544,47,23,24,49,28,26
879,OH,2020-03-24,1,704.0,564.0,8.0,3193694,0,220.43439352674363,176.59800845040257,2.5049362900766323,122.0,122.0,2.0,38.200278423668635,38.200278423668635,0.6262340725191582,23.714285714285715,71.0,1.1428571428571428,7.425346859870014,22.231309574430107,0.3578480414395189,48,16,15,48,8,8
880,KS,2020-03-24,2,515.0,98.0,2.0,2913314,0,176.77462848151623,33.63866716735649,0.6865034115787039,16.0,16.0,1.0,5.492027292629615,5.492027292629629,0.34325170578935194,16.571428571428573,11.571428571428571,0.14285714285714285,5.688171124509258,3.9719125955625003,0.049035957969907416,49,40,28,50,43,28
881,DE,2020-03-24,2,140.0,104.0,0.0,705749,1,198.37080888531193,147.36117231480313,0.0,17.0,17.0,0.0,24.08788393607361,24.08788393607358,0.0,9.428571428571429,13.714285714285714,0.0,13.359666720847539,19.43224250305096,0.0,50,34,33,44,11,33
882,NV,2020-03-24,1,4232.0,278.0,4.0,3080156,0,1373.9563840273024,90.25516889404302,1.2986355236552953,497.0,33.0,0.0,161.35546381417043,10.713743070156184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,51,33,51,51,33
883,PR,2020-03-24,0,0.0,0.0,0.0,12801989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,51,33,51,51,33
884,NY,2020-03-25,1,36887.0,30811.0,199.0,19453561,0,1896.1566985088232,1583.8231365455404,10.22948960347157,5146.0,5146.0,7.0,264.52740451992327,264.52740451992304,0.3598312925844276,4061.285714285714,4061.285714285714,27.428571428571427,208.76824116087099,208.76824116087096,1.4099511872695918,1,1,1,18,1,3
885,WA,2020-03-25,1,34181.0,2469.0,123.0,7614893,0,4488.7039121889175,324.2330522569391,16.15255788886331,248.0,248.0,13.0,32.56775899543209,32.56775899543169,1.7071809150831143,2864.5714285714284,208.14285714285714,10.142857142857142,376.1801286730396,27.333654871165898,1.331976318361551,2,9,2,1,8,4
886,CA,2020-03-25,1,27650.0,2535.0,40.0,39512223,0,699.7834568811783,64.15736214082412,1.0123449647467317,0.0,433.0,0.0,0.0,10.958634243383372,0.0,2762.0,276.7142857142857,3.857142857142857,69.90241981576183,7.0032578454086405,0.09761897874343485,3,4,7,32,32,25
887,FL,2020-03-25,4,18289.0,1977.0,23.0,21477737,0,851.5329152228654,92.04880383813249,1.07087632183968,2742.0,510.0,3.0,127.66708149932185,23.745518440792907,0.13967952023995833,2285.0,237.57142857142858,2.2857142857142856,106.3892345827682,11.061287721859552,0.10642249161139679,4,5,9,28,23,22
888,NJ,2020-03-25,1,14854.0,4402.0,62.0,8882190,0,1672.3353137007878,495.59849541610794,6.9802604988184225,10706.0,727.0,18.0,1205.3333693604843,81.84918359098373,2.0265272415924453,2033.857142857143,567.8571428571429,8.142857142857142,228.98149475040987,63.93210940738071,0.9167623235775347,5,2,4,12,2,5
889,IL,2020-03-25,1,14209.0,1865.0,19.0,12671821,0,1121.3068745210337,147.17695270474545,1.4993898666971386,2724.0,330.0,3.0,214.9651577306845,26.042034526845043,0.23674576842586403,1736.7142857142858,225.28571428571428,2.5714285714285716,137.05325270253465,17.77847984798036,0.20292494436502628,6,8,8,24,14,16
890,MA,2020-03-25,1,13749.0,1838.0,11.0,6892503,0,1994.776063209548,266.6665505985271,1.5959369187071808,0.0,679.0,0.0,0.0,98.51283343656144,0.0,1714.0,231.42857142857142,1.5714285714285714,248.67598896946433,33.576854653319906,0.22799098838674012,7,6,12,9,5,15
891,TN,2020-03-25,2,12099.0,784.0,3.0,6829174,0,1771.6637473287399,114.80158508188545,0.4392917796500719,0.0,117.0,3.0,0.0,17.132379406352797,0.4392917796500719,1665.142857142857,98.0,0.42857142857142855,243.8278563619637,14.350198135235683,0.06275596852143885,8,14,26,11,16,28
892,TX,2020-03-25,1,13235.0,974.0,12.0,28995881,0,456.44414115232433,33.59097797373358,0.413851884686656,0.0,259.0,1.0,0.0,8.932303177820327,0.034487657057221344,1618.2857142857142,127.28571428571429,1.4285714285714286,55.81088273488617,4.389786062569173,0.04926808151031619,9,12,14,40,46,30
893,PA,2020-03-25,1,12320.0,1127.0,11.0,4217737,0,2920.997681932278,267.2049015858504,2.608033644582391,2826.0,276.0,4.0,670.027552689985,65.43793508224906,0.948375870757233,1571.4285714285713,142.0,1.5714285714285714,372.5762349403415,33.66734341188177,0.37257623494034153,10,11,12,2,4,10
894,LA,2020-03-25,1,11451.0,1795.0,65.0,4648794,0,2463.2194930556184,386.12164789405597,13.982120954380857,2848.0,407.0,19.0,612.632007355026,87.5495881297386,4.087081509742097,1560.0,228.42857142857142,8.714285714285714,335.57090290514054,49.13716792539559,1.8745261059719394,11,7,3,5,3,1
895,WI,2020-03-25,1,10674.0,585.0,6.0,5822434,0,1833.2539278246863,100.4734446109651,1.0304968678047703,1980.0,128.0,1.0,340.0639663755742,21.98393317983509,0.17174947796746176,1284.4285714285713,68.42857142857143,0.8571428571428571,220.59993662934977,11.752571420916311,0.14721383825782433,12,17,20,16,21,18
896,MN,2020-03-25,1,11475.0,287.0,1.0,5639632,0,2034.7072291241698,50.889845294870305,0.17731653412846796,5663.0,25.0,0.0,1004.143532769514,4.432913353211703,0.0,1244.7142857142858,30.0,0.14285714285714285,220.70842312304876,5.319496023854039,0.025330933446923994,13,29,30,15,40,33
897,NC,2020-03-25,1,10489.0,504.0,1.0,10488084,0,1000.0873372104952,48.05453503232812,0.0953462996673177,1987.0,106.0,1.0,189.45309743896019,10.106707764735674,0.0953462996673177,1234.142857142857,63.0,0.14285714285714285,117.6709546894225,6.006816879041016,0.013620899952473956,14,18,30,25,35,34
898,UT,2020-03-25,1,6837.0,346.0,1.0,3205958,0,2132.591880492508,107.92405889284888,0.31191924535505455,1014.0,48.0,0.0,316.2861147900255,14.972123777042611,0.0,967.7142857142857,40.42857142857143,0.14285714285714285,301.84870971930565,12.610449490782921,0.04455989219357922,15,25,30,7,20,32
899,CO,2020-03-25,0,7701.0,912.0,11.0,5758736,0,1337.2726237146485,158.36808633005577,1.9101413921388304,0.0,0.0,0.0,0.0,0.0,0.0,926.4285714285714,107.42857142857143,1.4285714285714286,160.8735964677963,18.654887362187022,0.24807031066738058,16,13,14,22,13,14
900,NM,2020-03-25,1,7793.0,112.0,0.0,2096829,0,3716.564393186092,53.413988455901745,0.0,951.0,12.0,0.0,453.54199126395133,5.7229273345609,0.0,777.0,12.0,0.0,370.5595449128183,5.7229273345609,0.0,17,40,35,3,37,35
901,CT,2020-03-25,0,5300.0,618.0,12.0,3565287,0,1486.5563417475228,173.33807909433378,3.3657879435792966,0.0,0.0,0.0,0.0,0.0,0.0,729.5714285714286,78.57142857142857,1.7142857142857142,204.63189318880322,22.037897249626347,0.48082684908275664,18,16,10,19,11,8
902,GA,2020-03-25,1,6179.0,1247.0,40.0,10617423,0,581.9679596451982,117.4484618348539,3.7673925207651613,695.0,150.0,2.0,65.4584450482946,14.12772195286935,0.18836962603825835,667.2857142857143,150.0,5.571428571428571,62.84818023033595,14.127721952869354,0.5247439582494332,19,10,6,38,17,7
903,OR,2020-03-25,1,5742.0,266.0,10.0,3956971,0,1451.109952536928,67.22313608060307,2.527185566939965,1183.0,57.0,2.0,298.96605256899784,14.4049577315578,0.5054371133879929,598.2857142857143,27.285714285714285,1.0,151.1979022049225,6.895606332650475,0.2527185566939965,20,30,19,23,34,13
904,VA,2020-03-25,1,5370.0,391.0,9.0,8535519,0,629.1357326953405,45.8085794197166,1.0544174290983361,900.0,101.0,2.0,105.44174290983358,11.832906704325772,0.23431498424407482,584.5714285714286,44.857142857142854,1.1428571428571428,68.48692253762525,5.255350360902818,0.13389427671089985,21,23,17,34,41,20
905,HI,2020-03-25,0,3666.0,90.0,0.0,1415872,0,2589.2171043710164,63.565068028748364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.2857142857143,11.428571428571429,0.0,368.87918843349837,8.071754670317253,0.0,22,42,35,4,27,35
906,IN,2020-03-25,1,3356.0,477.0,14.0,6732219,0,498.4983405917128,70.85331003046693,2.0795520763659057,425.0,112.0,2.0,63.12925946110789,16.63641661092725,0.29707886805227246,451.85714285714283,62.57142857142857,1.7142857142857142,67.11860426066693,9.2943245862068,0.2546390297590905,23,19,10,36,26,12
907,NH,2020-03-25,2,3850.0,137.0,1.0,1359711,0,2831.484043300378,100.75670491744202,0.735450400857241,1433.0,36.0,1.0,1053.9004244284263,26.47621443086068,0.735450400857241,443.2857142857143,15.857142857142858,0.14285714285714285,326.01465626571695,11.66214207073625,0.10506434297960586,24,35,30,6,22,23
908,KY,2020-03-25,1,3300.0,198.0,1.0,4467673,0,738.6395557597881,44.31837334558729,0.22383016841205702,278.0,41.0,0.0,62.22478681855182,9.177036904894337,0.0,417.14285714285717,24.571428571428573,0.0,93.36915596617234,5.499826995267687,0.0,25,31,35,29,39,35
909,AL,2020-03-25,1,2812.0,283.0,0.0,4903185,0,573.5047729180114,57.717585610169714,0.0,491.0,41.0,0.0,100.13899128831565,8.361911696172996,0.0,393.7142857142857,33.857142857142854,0.0,80.29766074791908,6.905132655027876,0.0,26,28,35,30,33,35
910,IA,2020-03-25,2,2723.0,145.0,0.0,3155070,0,863.055336331682,45.957775897206716,0.0,284.0,21.0,0.0,90.01385072280493,6.6559537506299336,0.0,370.7142857142857,16.571428571428573,0.0,117.4979590672428,5.252317245395054,0.0,27,34,35,26,42,35
