,abbr,date,daily_records,tested,positive,deaths,population,multipliler,tested_pm,positive_pm,deaths_pm,daily_tests,daily_positive,daily_deaths,daily_tests_pm,daily_positive_pm,daily_deaths_pm,daily_tests_7day_mean,daily_positive_7day_mean,daily_deaths_7day_mean,daily_tests_pm_7day_mean,daily_positive_pm_7day_mean,daily_deaths_pm_7day_mean,daily_test_rk,daily_positive_rk,daily_deaths_rk,daily_test_pm_rk,daily_positive_pm_rk,daily_deaths_pm_rk
2716,UT,2020-04-29,1,105778.0,4495.0,45.0,3205958,0,32994.193935166964,1402.0770078709702,14.036366040977455,3339.0,152.0,0.0,1041.49836024053,47.411725293968175,0.0,4188.285714285715,150.0,1.5714285714285714,1306.406919331356,46.787886803258196,0.4901588141293714,13,32,42,7,26,42
2717,MD,2020-04-29,0,104976.0,19487.0,1016.0,6045680,0,17363.803575445607,3223.293326805256,168.05388310330682,0.0,0.0,0.0,0.0,0.0,0.0,4063.8571428571427,673.1428571428571,55.0,672.1919027896189,111.34278644302334,9.097405089253813,14,9,8,20,12,10
2718,NC,2020-04-29,1,118440.0,9948.0,354.0,10488084,0,11292.815732597108,948.5049890904764,33.75259008223046,5688.0,380.0,12.0,542.3297525077032,36.23159387358078,1.1441555960078134,4014.8571428571427,389.7142857142857,16.0,382.8017722643282,37.15781507034897,1.525540794677083,15,16,18,40,32,29
2719,OH,2020-04-29,1,122706.0,16601.0,937.0,3193694,0,38421.3390512679,5198.0559189452715,293.39066297522555,0.0,473.0,138.0,0.0,148.10435815078108,43.21015100382189,3529.714285714286,427.42857142857144,46.714285714285715,1105.2136759859536,133.83516749838003,14.627038693840333,16,15,10,9,8,5
2720,CT,2020-04-29,0,92745.0,26312.0,2089.0,3565287,0,26013.333568938488,7380.051030954871,585.9275845114292,0.0,0.0,0.0,0.0,0.0,0.0,3261.0,549.0,77.85714285714286,914.6528736676737,153.98479841875275,21.837552729175197,17,13,7,15,7,3
2721,IN,2020-04-29,1,91550.0,17182.0,964.0,6732219,0,13598.78518509276,2552.2045554370707,143.1920144011952,4369.0,594.0,63.0,648.968787260188,88.23242381152477,9.357984343646564,3154.285714285714,677.7142857142857,43.285714285714285,468.5358147567264,100.66729643142709,6.429635501417034,18,8,11,34,13,13
2722,VA,2020-04-29,0,82753.0,14339.0,492.0,8535519,0,9695.133945574955,1679.9212795378933,57.641486124042366,0.0,0.0,0.0,0.0,0.0,0.0,3139.285714285714,581.8571428571429,20.428571428571427,367.79084134025277,68.16892363043688,2.3933601962073334,19,11,16,42,19,21
2723,NM,2020-04-29,0,61745.0,2974.0,110.0,2096829,0,29446.845689371905,1418.3321577486768,52.46016723347493,0.0,0.0,0.0,0.0,0.0,0.0,2930.4285714285716,109.14285714285714,5.571428571428571,1397.5524811172352,52.05138670957773,2.6570734053318468,20,37,32,5,22,17
2724,CO,2020-04-29,2,69449.0,14758.0,766.0,5758736,0,12059.764503877239,2562.715151380442,133.01530057984948,2355.0,442.0,60.0,408.9439071351753,76.75295412048763,10.41895304802999,2686.285714285714,554.2857142857143,36.857142857142854,466.47141217894233,96.25128053894362,6.400214015218422,21,12,13,35,14,14
2725,MO,2020-04-29,2,77037.0,7425.0,318.0,6137428,0,12552.000610027522,1209.7901596564554,51.81323512064011,3666.0,122.0,4.0,597.3186162020957,19.878033599742366,0.6517388065489271,2538.714285714286,184.0,15.714285714285714,413.64465468503846,29.97998510125088,2.560402454299376,22,29,19,38,37,18
2726,MN,2020-04-29,1,66744.0,4644.0,319.0,5639632,0,11834.814753870465,823.4579844926052,56.56397438698128,2915.0,463.0,18.0,516.8776969844839,82.09755530148061,3.1916976143124245,2485.714285714286,274.7142857142857,20.0,440.75824197647756,48.71138501843484,3.546330682569359,23,21,17,36,24,15
2727,WV,2020-04-29,0,44021.0,1095.0,38.0,1792147,0,24563.27522240084,610.998986132276,21.203617783585834,0.0,0.0,0.0,0.0,0.0,0.0,2437.1428571428573,22.285714285714285,1.7142857142857142,1359.9012007066701,12.435204414433786,0.9565541857256762,24,44,40,6,45,36
2728,AR,2020-04-29,3,46505.0,3207.0,59.0,3017804,0,15410.212194032481,1062.6932696755655,19.550640134349347,5876.0,138.0,8.0,1947.1112106684195,45.72861590746129,2.650934255504996,2398.8571428571427,133.0,2.2857142857142856,794.9015717578551,44.07178199777057,0.7574097872871419,25,34,36,18,29,40
2729,KY,2020-04-29,0,52411.0,4375.0,225.0,4467673,0,11731.16295664432,979.2569868027495,50.361787892712826,0.0,0.0,0.0,0.0,0.0,0.0,2333.714285714286,143.14285714285714,5.714285714285714,522.355661597052,32.03968982126872,1.2790295337831827,26,33,31,27,34,32
2730,RI,2020-04-29,0,57693.0,7926.0,239.0,1059361,0,54460.18873641752,7481.868786938541,225.60770124631736,0.0,0.0,0.0,0.0,0.0,0.0,2281.5714285714284,297.85714285714283,8.285714285714286,2153.724205980235,281.1668004175562,7.8214265823588836,27,20,25,1,5,11
2731,WI,2020-04-29,0,69824.0,6289.0,300.0,5822434,0,11992.235549600047,1080.1324669373666,51.524843390238516,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,206.28571428571428,7.714285714285714,379.7380957860579,35.42946374071638,1.3249245443204198,28,27,28,41,33,31
2732,OR,2020-04-29,1,54472.0,2446.0,101.0,3956971,0,13766.085220235376,618.1495896735154,25.524574226093645,2230.0,61.0,2.0,563.5623814276114,15.415831958333797,0.5054371133879911,1898.142857142857,55.285714285714285,3.2857142857142856,479.6959232561617,13.971725920082365,0.83036097199456,29,41,34,32,44,39
2733,MS,2020-04-29,1,66094.0,6569.0,250.0,2976149,0,22207.893489203667,2207.2147597448916,84.00117064031404,2632.0,227.0,11.0,884.3643245012281,76.27306294140499,3.6960515081738237,1751.2857142857142,239.28571428571428,8.142857142857142,588.4402005026342,80.40112047001483,2.73603812942737,30,22,26,23,16,16
2734,IA,2020-04-29,0,39823.0,6376.0,136.0,3155070,0,12621.906962444573,2020.8743387626898,43.10522428979389,0.0,0.0,0.0,0.0,0.0,0.0,1654.142857142857,375.42857142857144,6.571428571428571,524.2808740037009,118.99215276636379,2.0828154593807975,31,17,30,26,10,23
2735,SC,2020-04-29,1,54217.0,5881.0,203.0,5148714,0,10530.202299059532,1142.2269716282551,39.42732107473827,1102.0,146.0,11.0,214.0340286914361,28.35659545276735,2.136455821783848,1586.5714285714287,160.0,9.0,308.14906956794044,31.075721044128677,1.7480093087322381,32,31,23,45,35,26
2736,AZ,2020-04-29,0,67438.0,6948.0,293.0,7278717,0,9265.094384078953,954.5638331590582,40.25434702297122,0.0,0.0,0.0,0.0,0.0,0.0,1548.142857142857,212.71428571428572,9.142857142857142,212.69447035004356,29.224145644663167,1.2561083420137287,33,25,22,47,40,34
2737,ID,2020-04-29,1,28240.0,1984.0,60.0,1787065,0,15802.447029067214,1110.2002445350338,33.574604169406264,0.0,32.0,0.0,0.0,17.90645555701667,0.0,1449.7142857142858,26.0,0.8571428571428571,811.2263883598446,14.54899514007606,0.47963720242009017,34,43,44,16,43,43
2738,ND,2020-04-29,0,23723.0,991.0,19.0,762062,1,31130.013043558134,1300.419126002871,24.932354585322454,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,44.57142857142857,0.7142857142857143,1524.810317270773,58.48792955353838,0.9373065633579871,35,42,45,3,21,37
2739,KS,2020-04-29,0,28090.0,3491.0,124.0,2913314,0,9641.940415622896,1198.2917049106275,42.56321151787964,0.0,0.0,0.0,0.0,0.0,0.0,1126.7142857142858,182.85714285714286,2.0,386.74660050865987,62.76602620148147,0.6865034115787034,36,30,37,39,20,41
2740,NV,2020-04-29,1,41028.0,4898.0,225.0,3080156,0,13320.104566132364,1590.1791987159093,73.04824820561036,909.0,93.0,0.0,295.11492275066485,30.193275924985755,0.0,1020.0,116.71428571428571,7.571428571428571,331.15205853210017,37.8923293866563,2.4581315269189514,37,36,29,43,31,20
2741,NE,2020-04-29,0,23798.0,3374.0,56.0,1934408,0,12302.471867362005,1744.2028775728802,28.949425353906726,0.0,0.0,0.0,0.0,0.0,0.0,914.8571428571429,223.0,2.0,472.9390815469869,115.28074739144999,1.0339080483538123,38,23,37,33,11,35
2742,AK,2020-04-29,1,17089.0,355.0,9.0,731545,1,23360.14872632579,485.27431668591817,12.302729155417644,0.0,4.0,0.0,0.0,5.467879624630086,0.0,852.8571428571429,2.857142857142857,0.0,1165.830048537196,3.90562830330718,0.0,39,49,50,8,48,50
2743,DE,2020-04-29,1,21538.0,4655.0,144.0,705749,1,30517.932012656056,6595.829395436621,204.03854628203513,358.0,80.0,7.0,507.26249700672633,113.35474793446338,9.918540444265602,712.1428571428571,207.85714285714286,7.857142857142857,1009.059675809469,294.5199254368662,11.133055600706282,40,26,27,13,4,8
2744,NH,2020-04-29,0,20746.0,2010.0,60.0,1359711,0,15257.654016184322,1478.2553057230543,44.12702405143446,0.0,0.0,0.0,0.0,0.0,0.0,676.2857142857143,60.285714285714285,1.7142857142857142,497.3745996654543,44.33715273739367,1.2607721157552696,41,40,40,29,28,33
2745,DC,2020-04-29,1,19229.0,4106.0,205.0,973764,1,19747.08450918292,4216.627437448909,210.52328901047892,344.0,112.0,15.0,353.26834838831564,115.01760180084693,15.404143098327722,532.4285714285714,128.57142857142858,11.142857142857142,546.7737269282613,132.03551227138044,11.443077730186308,42,35,21,25,9,7
2746,SD,2020-04-29,0,16612.0,2313.0,11.0,884659,1,18777.856778713605,2614.5667426658183,12.434169550075227,0.0,0.0,0.0,0.0,0.0,0.0,452.2857142857143,65.0,0.2857142857142857,511.2542960459502,73.47463825044458,0.3229654428590968,43,39,47,28,18,47
2747,HI,2020-04-29,1,28260.0,613.0,16.0,1415872,0,19959.431361026986,432.94874112914164,11.300456538444154,0.0,4.0,0.0,0.0,2.8251141346110558,0.0,439.2857142857143,3.0,0.5714285714285714,310.2580701403193,2.1188356009582736,0.4035877335158628,44,48,46,44,49,46
2748,VT,2020-04-29,0,15215.0,862.0,47.0,623989,1,24383.442656841708,1381.4346086229084,75.32184060936972,0.0,0.0,0.0,0.0,0.0,0.0,300.57142857142856,6.285714285714286,1.0,481.69347307633404,10.073437649885298,1.6025923533908428,45,47,43,31,46,28
2749,MT,2020-04-29,1,13528.0,451.0,16.0,1068778,0,12657.44616749222,421.9772487831898,14.970368027785003,337.0,0.0,1.0,315.3133765852217,0.0,0.9356480017365634,277.85714285714283,1.7142857142857142,0.2857142857142857,259.97648048251637,1.6039680029769678,0.26732800049616073,46,50,47,46,50,48
2750,WY,2020-04-29,1,9298.0,396.0,7.0,578759,1,16065.408918047062,684.2226211601029,12.094844313436163,222.0,0.0,0.0,383.5793482261179,0.0,0.0,240.14285714285714,10.0,0.14285714285714285,414.92721001808513,17.27834901919451,0.2468335574170649,47,46,49,37,41,49
2751,LA,2020-04-29,1,143036.0,27660.0,1802.0,4648794,0,30768.41004355108,5949.930239971915,387.62741476606624,0.0,374.0,44.0,0.0,80.45097287597582,9.464820338350137,194.85714285714286,343.14285714285717,47.0,41.915632926979015,73.81330666466556,10.110148997783087,48,18,9,48,17,9
2752,ME,2020-04-29,1,15132.0,1056.0,52.0,1344212,0,11257.152889573967,785.5903681859706,38.68437419097583,16.0,16.0,1.0,11.9028843664546,11.902884366454032,0.7439302729033841,21.285714285714285,21.285714285714285,1.8571428571428572,15.835087237514927,15.835087237514829,1.3815847925348517,49,45,39,49,42,30
2753,OK,2020-04-29,0,47984.0,3410.0,207.0,11689100,0,4105.020916922603,291.7247692294531,17.708805639441874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.71428571428571,5.285714285714286,0.0,6.306241345722575,0.4521917244025871,50,38,33,50,47,45
2754,PA,2020-04-29,1,214883.0,44366.0,2195.0,4217737,0,50947.46305898163,10518.91097050385,520.4212590780317,5795.0,1102.0,479.0,1373.9595427595414,261.27755239361613,113.56801052317866,0.0,0.0,0.0,0.0,0.0,0.0,50,51,50,50,51,50
2755,PR,2020-04-29,1,11633.0,1389.0,86.0,12801989,0,908.686923571017,108.4987653090469,6.717706131445668,0.0,0.0,2.0,0.0,0.0,0.15622572398710854,0.0,0.0,0.0,0.0,0.0,0.0,50,51,50,50,51,50
2756,CA,2020-04-30,0,603139.0,46500.0,1887.0,39512223,0,15264.618242309474,1176.8510215180756,47.757373711927066,0.0,0.0,0.0,0.0,0.0,0.0,42062.71428571428,1586.2857142857142,76.14285714285714,1064.5494252680817,40.14670888767039,1.9270709507500285,1,6,7,14,31,27
2757,PA,2020-04-30,1,221365.0,45763.0,2292.0,4217737,0,52484.306157543724,10850.131243365815,543.4193739438946,6482.0,1397.0,97.0,1536.8430985620944,331.220272861965,22.99811486586293,31623.571428571428,6537.571428571428,327.42857142857144,7497.758022506247,1550.0187490522592,77.63133913484208,2,1,2,1,1,1
2758,NY,2020-04-30,1,900636.0,304372.0,18321.0,19453561,0,46296.716575438295,15646.08145521532,941.781301634184,28155.0,4681.0,306.0,1447.292863244933,240.62432579824417,15.729767932976301,29245.14285714286,5844.571428571428,368.7142857142857,1503.3310794431343,300.43709882069567,18.95356257470215,3,2,1,7,4,5
2759,TX,2020-04-30,2,330300.0,28087.0,782.0,28995881,0,11391.273126000207,968.6548237661756,26.96934781874708,15510.0,1033.0,50.0,534.9035609575039,35.625749740109654,1.7243828528610656,15031.714285714286,877.5714285714286,31.571428571428573,518.4086072678491,30.26538247178723,1.0888246013779879,4,7,16,33,37,36
2760,IL,2020-04-30,1,269867.0,52918.0,2355.0,12671821,0,21296.62342926088,4176.037524519957,185.8454282143032,13200.0,2563.0,140.0,1041.6813810738022,202.25980149182988,11.04813585987364,13793.0,2283.4285714285716,95.28571428571429,1088.4781279659808,180.19735059614337,7.519496549526248,5,5,6,13,7,13
2761,MA,2020-04-30,1,275647.0,62205.0,3562.0,6892503,0,39992.29307553439,9025.023275289108,516.7933913122707,10029.0,1940.0,157.0,1455.0592143376707,281.4652383901757,22.778372385184298,11510.142857142857,2311.714285714286,171.71428571428572,1669.9510841189128,335.39547037038443,24.913197094623772,6,4,4,4,2,3
2762,FL,2020-04-30,0,375300.0,33193.0,1218.0,21477737,0,17473.907982018776,1545.460771774978,56.70988521742304,0.0,0.0,0.0,0.0,0.0,0.0,10321.42857142857,623.0,36.857142857142854,480.5640636827137,29.00678036983133,1.7160626772337721,7,11,13,34,39,28
2763,TN,2020-04-30,1,168549.0,10366.0,195.0,6829174,0,24680.73005607999,1517.899529284215,28.553965677254673,6623.0,314.0,7.0,969.8098188741424,45.97920627004078,1.0250141525168353,7652.714285714285,360.57142857142856,4.142857142857143,1120.5914925749858,52.79868818270389,0.6066410290405752,8,20,35,12,27,44
2764,MI,2020-04-30,2,185157.0,41379.0,3789.0,9986857,0,18540.067210334542,4143.345599120925,379.39864363733255,15228.0,980.0,119.0,1524.804049962866,98.12897090646265,11.915660752927579,7568.857142857143,869.7142857142857,116.0,757.8817983332636,87.08588555080804,11.615265944030245,9,8,5,19,16,10
2765,NJ,2020-04-30,1,247918.0,118652.0,7228.0,8882190,0,27911.81003783977,13358.417237190377,813.7632723461219,6600.0,2388.0,458.0,743.0599885838965,268.852614051264,51.56385981385222,6824.285714285715,2666.1428571428573,265.7142857142857,768.3111613561201,300.16728499872863,29.915402137793244,10,3,3,18,5,2
2766,GA,2020-04-30,1,143790.0,25646.0,1096.0,10617423,0,13542.834264020563,2415.463714688583,103.22655506896541,3770.0,879.0,61.0,355.07674508211676,82.78845064381449,5.745273594166861,6104.0,590.5714285714286,32.0,574.9040986687634,55.62285957443991,3.0139140166121274,11,12,15,27,24,18
2767,WA,2020-04-30,1,187800.0,14070.0,801.0,7614893,0,24662.198142508372,1847.6950365553396,105.18860869089033,5285.0,228.0,15.0,694.0347027857133,29.94132681838073,1.9698241327882045,5692.428571428572,225.14285714285714,15.571428571428571,747.5388782782071,29.566122221659207,2.044865052132521,12,27,21,20,38,25
2768,AL,2020-04-30,3,87364.0,7019.0,269.0,4903185,0,17817.806181084336,1431.518492571665,54.862298689525275,1997.0,115.0,14.0,407.28628432335245,23.454142562436346,2.8552869206444385,5568.142857142857,201.28571428571428,9.714285714285714,1135.6175337342681,41.05203337946953,1.9812194959573648,13,30,26,11,29,26
2769,OH,2020-04-30,2,133148.0,17285.0,975.0,3193694,0,41690.90714389043,5412.227971746824,305.28911035308954,10442.0,684.0,38.0,3269.568092622525,214.17205280155213,11.898447377863988,5021.428571428572,449.0,45.57142857142857,1572.2948320748858,140.58954928055104,14.269190652400813,14,16,12,5,11,6
2770,NC,2020-04-30,2,128517.0,10509.0,378.0,10488084,0,12253.620394344667,1001.9942632038416,36.04090127424609,10077.0,561.0,24.0,960.8046617475593,53.48927411336513,2.2883111920156267,4618.857142857143,414.42857142857144,17.857142857142858,440.39093726338797,39.51423076212694,1.7026124940592449,15,18,19,39,32,29
2771,UT,2020-04-30,1,108501.0,4672.0,46.0,3205958,0,33843.550040268776,1457.2867142988148,14.34828528633251,2723.0,177.0,1.0,849.3561051018114,55.209706427844594,0.311919245355055,4577.285714285715,175.28571428571428,1.7142857142857142,1427.743505774472,54.67498772152171,0.5347187063229507,16,32,41,9,26,46
2772,MD,2020-04-30,1,110929.0,20849.0,1078.0,6045680,0,18348.47362083339,3448.5781582882323,178.30913974937476,5953.0,1362.0,62.0,984.670045387782,225.2848314829762,10.255256646067949,4404.142857142857,730.2857142857143,56.857142857142854,728.4776662249502,120.79463588640387,9.404590196163683,17,10,9,21,13,12
2773,IN,2020-04-30,1,94998.0,17835.0,1007.0,6732219,0,14110.949153614878,2649.2008058561373,149.57921006431906,3448.0,653.0,43.0,512.163968522118,96.99625041906666,6.387195663123862,3646.8571428571427,771.0,49.42857142857143,541.7020959741718,114.5239036341509,7.3420920247204435,18,9,11,29,14,14
2774,CT,2020-04-30,1,94818.0,26767.0,2168.0,3565287,0,26594.773436191812,7507.670490482253,608.0856884733263,2073.0,455.0,79.0,581.4398672533243,127.61945952738188,22.15810396189704,3331.5714285714284,523.8571428571429,75.57142857142857,934.4469122882474,146.93267129887232,21.196450263731524,19,15,8,16,8,4
2775,MO,2020-04-30,2,82152.0,7562.0,329.0,6137428,0,13385.41160890197,1232.1122137807563,53.60551683864968,5115.0,137.0,11.0,833.4109988744476,22.32205412430085,1.7922817180095691,3269.4285714285716,177.28571428571428,15.857142857142858,532.7033688099596,28.88599496168658,2.583678840247553,20,31,20,31,40,21
2776,NM,2020-04-30,2,67869.0,3411.0,123.0,2096829,0,32367.446272442816,1626.7420948489362,58.66000517924924,6124.0,437.0,13.0,2920.600583070911,208.4099371002594,6.199837945774313,3043.714285714286,147.42857142857142,6.428571428571429,1451.5796403589827,70.31025011031966,3.0658539292290543,21,34,33,8,21,17
2777,VA,2020-04-30,1,85307.0,14961.0,522.0,8535519,0,9994.354180454638,1752.7932396378005,61.15621088770349,2554.0,622.0,30.0,299.22023487968363,72.87196009990726,3.514724763661121,2969.8571428571427,566.1428571428571,21.428571428571427,347.9410148178619,66.32787732566202,2.5105176883293714,22,13,17,43,23,22
2778,CO,2020-04-30,0,69449.0,14758.0,766.0,5758736,0,12059.764503877239,2562.715151380442,133.01530057984948,0.0,0.0,0.0,0.0,0.0,0.0,2686.285714285714,554.2857142857143,36.857142857142854,466.47141217894233,96.25128053894362,6.400214015218422,23,14,13,36,15,15
2779,WI,2020-04-30,1,73150.0,6520.0,308.0,5822434,0,12563.474313319824,1119.8065963478505,52.898839213978206,3326.0,231.0,8.0,571.2387637197771,39.67412941048383,1.3739958237396905,2686.1428571428573,239.28571428571428,8.857142857142858,461.34363346031176,41.09719651364264,1.5212096619975186,24,25,27,37,28,34
2780,MN,2020-04-30,1,70276.0,5136.0,343.0,5639632,0,12461.096752412213,910.6977192838115,60.81957120606451,3532.0,492.0,24.0,626.2819985417482,87.23973479120627,4.25559681908323,2675.4285714285716,313.42857142857144,20.428571428571427,474.3977215939925,55.576067982551244,3.6223234829101307,25,22,18,35,25,16
2781,RI,2020-04-30,1,60165.0,8247.0,251.0,1059361,0,56793.670901609556,7784.881640913721,236.9352845724923,2472.0,321.0,12.0,2333.4821651920356,303.0128539751795,11.327583326174931,2634.714285714286,343.7142857142857,10.0,2487.078801007669,324.45435098543896,9.439652771812446,26,21,25,2,3,11
2782,WV,2020-04-30,1,44021.0,1109.0,40.0,1792147,0,24563.27522240084,618.8108453157023,22.319597666932456,0.0,14.0,2.0,0.0,7.81185918342635,1.115979883346622,2302.285714285714,20.285714285714285,1.5714285714285714,1284.6522714295836,11.319224531087164,0.8768413369152032,27,46,42,10,46,39
2783,AR,2020-04-30,2,48379.0,3255.0,59.0,3017804,0,16031.193543384526,1078.5988752085955,19.550640134349347,1874.0,48.0,0.0,620.9813493520451,15.905605533029984,0.0,2056.1428571428573,112.85714285714286,2.0,681.3374417764892,37.39710824730264,0.662733563876249,28,37,40,22,34,42
2784,KY,2020-04-30,2,56611.0,4708.0,240.0,4467673,0,12671.249663974959,1053.7924328839645,53.71924041889368,4200.0,333.0,15.0,940.0867073306381,74.53544608121501,3.3574525261808574,1966.7142857142858,175.28571428571428,7.0,440.20998978982686,39.23423094879913,1.566811178884399,29,32,31,40,33,33
2785,IA,2020-04-30,1,41337.0,6843.0,148.0,3155070,0,13101.76953284713,2168.890072169556,46.908626433010994,1514.0,467.0,12.0,479.86257040255805,148.01573340686605,3.803402143217106,1870.4285714285713,442.14285714285717,8.285714285714286,592.8326697754949,140.1372575387732,2.626158622697527,30,17,30,25,12,20
2786,MS,2020-04-30,1,66094.0,6815.0,261.0,2976149,0,22207.893489203667,2289.871911654961,87.69722214848787,0.0,246.0,11.0,0.0,82.65715191006939,3.6960515081738237,1751.2857142857142,237.42857142857142,8.571428571428571,588.4402005026342,79.7771117738297,2.8800401362393395,31,26,28,26,19,19
2787,AZ,2020-04-30,1,68813.0,7202.0,304.0,7278717,0,9454.00130270211,989.460093035627,41.76560237195648,1375.0,254.0,11.0,188.90691862315725,34.89625987656882,1.5112553489852658,1744.5714285714287,249.0,10.714285714285714,239.6811730104946,34.20932562703014,1.472001963297338,32,24,24,48,35,35
2788,OR,2020-04-30,1,56032.0,2510.0,103.0,3956971,0,14160.326168678012,634.3235773019312,26.03001133948164,1560.0,64.0,2.0,394.2409484426353,16.17398762841583,0.5054371133879947,1722.2857142857142,54.714285714285715,2.857142857142857,435.2535599289745,13.827315316257243,0.7220530191257043,33,42,37,41,45,41
2789,SC,2020-04-30,2,56298.0,5881.0,232.0,5148714,0,10934.380895889732,1142.2269716282551,45.0597955139866,2081.0,0.0,29.0,404.17859683019924,0.0,5.632474439248327,1690.7142857142858,137.71428571428572,11.714285714285714,328.376034426128,26.747317041553597,2.275186719302279,34,35,23,44,41,23
2790,ID,2020-04-30,1,28693.0,1984.0,60.0,1787065,0,16055.935290546231,1110.2002445350338,33.574604169406264,453.0,0.0,0.0,253.48826147901673,0.0,0.0,1514.4285714285713,26.0,0.8571428571428571,847.4389971425613,14.54899514007606,0.47963720242009017,35,44,45,17,44,47
2791,ND,2020-04-30,1,25536.0,1033.0,19.0,762062,1,33509.08456267338,1355.5327519283207,24.932354585322454,1813.0,42.0,0.0,2379.071519115245,55.113625925449696,0.0,1421.0,50.57142857142857,0.7142857142857143,1864.6776771443797,66.36130468574548,0.9373065633579871,36,43,46,3,22,38
2792,KS,2020-04-30,1,29458.0,3738.0,125.0,2913314,0,10111.50874914273,1283.0748762405974,42.90646322366899,1368.0,247.0,1.0,469.5683335198337,84.78317132996995,0.34325170578935627,1322.142857142857,218.14285714285714,2.142857142857143,453.8277910114933,74.8779078200486,0.7355393695486114,37,28,38,38,20,40
2793,NE,2020-04-30,1,25498.0,3784.0,68.0,1934408,0,13181.293708462745,1956.1540274854115,35.1528736440296,1700.0,410.0,12.0,878.8218411007401,211.95114991253126,6.203448290122871,1157.7142857142858,281.57142857142856,3.2857142857142856,598.4850588470927,145.55948309324017,1.6985632222955485,38,23,36,24,9,30
2794,AK,2020-04-30,1,19119.0,355.0,9.0,731545,1,26135.097635825547,485.27431668591817,12.302729155417644,2030.0,0.0,0.0,2774.9489094997552,0.0,0.0,1142.857142857143,2.5714285714285716,0.0,1562.2513213228754,3.5150654729764597,0.0,39,50,50,6,49,51
2795,NV,2020-04-30,1,41028.0,4898.0,237.0,3080156,0,13320.104566132364,1590.1791987159093,76.94415477657626,0.0,0.0,12.0,0.0,0.0,3.8959065709658915,897.0,98.57142857142857,6.857142857142857,291.2190161796998,32.00208969007694,2.2262323262662207,40,38,32,46,36,24
2796,NH,2020-04-30,1,21921.0,2054.0,66.0,1359711,0,16121.808237191579,1510.615123360773,48.5397264565779,1175.0,44.0,6.0,864.1542210072566,32.359817637718606,4.412702405143442,730.2857142857143,54.857142857142854,2.142857142857143,537.0889213117451,40.344707704168634,1.5759651446940874,41,41,38,30,30,32
2797,DE,2020-04-30,1,21820.0,4734.0,152.0,705749,1,30917.507499125044,6707.767209021905,215.37402107548152,282.0,79.0,8.0,399.57548646898795,111.93781358528395,11.335474793446394,701.1428571428571,203.71428571428572,8.571428571428571,993.4733979684805,288.6497688474029,12.145151564406854,42,29,28,15,6,8
2798,DC,2020-04-30,1,20079.0,4323.0,224.0,973764,1,20619.985951421495,4439.474040938051,230.03520360169404,850.0,217.0,19.0,872.9014422385735,222.84660348914167,19.511914591215117,653.8571428571429,137.42857142857142,12.142857142857142,671.4739329623433,141.1312920056312,12.470020603408157,43,36,22,23,10,7
2799,SD,2020-04-30,1,16833.0,2373.0,13.0,884659,1,19027.670548765116,2682.3894856662287,14.694927650088903,221.0,60.0,2.0,249.8137700515108,67.82274300041036,2.2607581000136765,483.85714285714283,73.57142857142857,0.5714285714285714,546.9419774818804,83.16360153621748,0.6459308857181935,44,40,47,28,18,43
2800,HI,2020-04-30,1,28260.0,618.0,16.0,1415872,0,19959.431361026986,436.4801337974054,11.300456538444154,0.0,5.0,0.0,0.0,3.531392668263777,0.0,439.2857142857143,3.142857142857143,0.5714285714285714,310.2580701403193,2.219732534337242,0.4035877335158628,45,49,47,45,50,48
2801,VT,2020-04-30,1,15429.0,862.0,47.0,623989,1,24726.397420467347,1381.4346086229084,75.32184060936972,214.0,0.0,0.0,342.9547636256393,0.0,0.0,331.14285714285717,5.571428571428571,1.0,530.6870107371396,8.92872882603472,1.6025923533908428,46,48,44,32,47,31
2802,MT,2020-04-30,1,13914.0,453.0,16.0,1068778,0,13018.606296162534,423.8485447866629,14.970368027785003,386.0,2.0,0.0,361.1601286703135,1.8712960034731054,0.0,291.2857142857143,1.5714285714285714,0.2857142857142857,272.54089650583586,1.4703040027288847,0.26732800049616073,47,51,49,47,51,49
2803,WY,2020-04-30,2,9463.0,404.0,7.0,578759,1,16350.501676863772,698.0453003754585,12.094844313436163,165.0,8.0,0.0,285.09275881671056,13.822679215355606,0.0,242.85714285714286,10.285714285714286,0.0,419.6170476090097,17.772016134028654,2.5376526277146434e-16,48,47,50,42,42,50
2804,LA,2020-04-30,1,143036.0,28001.0,1862.0,4648794,0,30768.41004355108,6023.282597594129,400.5339879547255,0.0,341.0,60.0,0.0,73.35235762221328,12.906573188659252,194.85714285714286,391.85714285714283,55.57142857142857,41.915632926979015,84.29221489641031,11.953945167591552,49,19,10,49,17,9
2805,ME,2020-04-30,1,15171.0,1095.0,53.0,1344212,0,11286.166170217199,814.6036488292025,39.42830446387921,39.0,39.0,1.0,29.013280643232065,29.013280643231838,0.743930272903377,22.571428571428573,22.571428571428573,1.2857142857142858,16.791569016962317,16.791569016962026,0.956481779447204,50,45,43,50,43,37
2806,OK,2020-04-30,1,47984.0,3473.0,214.0,11689100,0,4105.020916922603,297.11440572841366,18.30765413932638,0.0,63.0,7.0,0.0,5.389636498960556,0.5988484998845074,0.0,82.71428571428571,6.285714285714286,0.0,7.076189417002654,0.5377415101003739,51,39,34,51,48,45
